employee_id,country,department,job_level,work_mode,tenure_years,annual_salary_eur,productivity_score,satisfaction_score,annual_cost_saving_eur,meetings_per_week,commute_hours_pw
GE-0246,Germany,HR & Ops,Junior,In-Office,3.0,76535.0,6.73,6.47,0.0,7,5.361132128781022
GE-0247,Germany,Product Management,Mid,Hybrid,2.0,55077.0,7.94,5.9,6000.0,3,2.819190782221889
GE-0248,Germany,Engineering,Senior,In-Office,1.1,65493.0,7.6,5.74,0.0,5,7.741847763944595
GE-0249,Germany,Data & Analytics,Manager,In-Office,5.1,73883.0,7.99,7.76,0.0,6,6.9410046493335305
GE-0250,Germany,Product Management,Mid,In-Office,0.9,62279.0,9.61,7.32,0.0,17,6.4416920577328245
GE-0251,Germany,Product Management,Senior,Fully Remote,4.1,78949.0,6.79,6.44,12000.0,9,0.0
GE-0252,Germany,Data & Analytics,Mid,Hybrid,0.9,95730.0,6.64,6.85,6000.0,13,1.4734306116897395
GE-0253,Germany,HR & Ops,Junior,In-Office,3.4,54782.0,5.54,5.91,0.0,6,7.887282815919213
GE-0254,Germany,Sales,Junior,Fully Remote,4.8,47046.0,6.12,5.42,12000.0,6,0.0
GE-0255,Germany,Sales,Junior,Fully Remote,0.9,68950.0,6.96,9.22,12000.0,5,0.0
GE-0256,Germany,Sales,Mid,Hybrid,0.5,74380.0,9.75,6.92,6000.0,11,2.336006501486028
GE-0257,Germany,Data & Analytics,Mid,In-Office,0.5,61999.0,6.58,8.33,0.0,10,7.085955253633205
GE-0258,Germany,Engineering,Lead,Hybrid,3.3,83892.0,7.87,9.68,6000.0,14,1.4792915699151132
GE-0259,Germany,HR & Ops,Mid,Hybrid,6.6,47598.0,7.58,8.9,6000.0,15,2.0277330514265435
GE-0260,Germany,Product Management,Mid,Fully Remote,0.5,74008.0,8.43,6.15,12000.0,14,0.0
GE-0261,Germany,HR & Ops,Junior,Hybrid,4.6,57124.0,10.0,8.01,6000.0,3,2.501196913488253
GE-0262,Germany,Data & Analytics,Mid,In-Office,1.5,87352.0,6.56,6.46,0.0,13,3.9270442518702717
GE-0263,Germany,HR & Ops,Mid,Fully Remote,2.3,90903.0,6.41,5.44,12000.0,16,0.0
GE-0264,Germany,Product Management,Senior,Hybrid,9.3,55033.0,8.85,7.89,6000.0,13,1.2789004724103203
GE-0265,Germany,Sales,Junior,In-Office,1.4,57856.0,8.02,4.73,0.0,10,5.91552878639949
GE-0266,Germany,Data & Analytics,Mid,Hybrid,2.2,76175.0,9.82,9.18,6000.0,4,1.262824765710537
GE-0267,Germany,Product Management,Mid,Hybrid,0.5,59967.0,8.3,6.7,6000.0,13,2.4363358951210277
GE-0268,Germany,Product Management,Manager,Hybrid,0.5,64410.0,7.17,7.7,6000.0,7,2.0279108933814163
GE-0269,Germany,HR & Ops,Lead,Fully Remote,1.0,65330.0,7.71,7.22,12000.0,11,0.0
GE-0270,Germany,HR & Ops,Mid,Fully Remote,0.5,40044.0,8.33,6.41,12000.0,13,0.0
GE-0271,Germany,HR & Ops,Junior,In-Office,3.5,64820.0,8.18,7.38,0.0,9,3.2464724638220823
GE-0272,Germany,Engineering,Mid,In-Office,1.9,56034.0,7.81,5.79,0.0,11,3.2395693395666685
GE-0273,Germany,Data & Analytics,Mid,In-Office,2.8,58589.0,8.48,7.81,0.0,4,3.033982742930559
GE-0274,Germany,HR & Ops,Manager,In-Office,0.7,83767.0,8.6,4.48,0.0,4,6.896825851675599
GE-0275,Germany,HR & Ops,Manager,Hybrid,1.2,48665.0,9.26,7.59,6000.0,6,1.8102161091757134
GE-0276,Germany,Engineering,Senior,Hybrid,3.8,75572.0,8.38,10.0,6000.0,14,1.7617807252493252
GE-0277,Germany,Data & Analytics,Junior,Hybrid,11.8,61373.0,7.4,5.9,6000.0,8,2.972974803143459
GE-0278,Germany,Product Management,Junior,Hybrid,0.5,61363.0,7.78,6.38,6000.0,14,2.374379992937353
GE-0279,Germany,Data & Analytics,Mid,Hybrid,7.7,75275.0,9.05,8.17,6000.0,5,2.8756515999701344
GE-0280,Germany,Data & Analytics,Junior,Hybrid,3.0,69421.0,6.62,7.67,6000.0,15,1.3981868398718513
GE-0281,Germany,Engineering,Senior,In-Office,2.9,72418.0,7.64,7.03,0.0,10,7.388460894139241
GE-0282,Germany,Data & Analytics,Mid,Fully Remote,2.4,77586.0,6.53,7.53,12000.0,3,0.0
GE-0283,Germany,HR & Ops,Junior,Fully Remote,0.5,60693.0,7.03,7.75,12000.0,7,0.0
GE-0284,Germany,Data & Analytics,Junior,Fully Remote,0.5,57041.0,8.53,8.46,12000.0,15,0.0
GE-0285,Germany,Product Management,Junior,Hybrid,3.2,50893.0,7.83,8.01,6000.0,8,2.9529130588708203
GE-0286,Germany,Product Management,Mid,Fully Remote,1.5,54270.0,7.06,6.44,12000.0,6,0.0
GE-0287,Germany,Engineering,Mid,Hybrid,8.7,103338.0,5.97,8.41,6000.0,8,1.7173227260529182
GE-0288,Germany,HR & Ops,Mid,Hybrid,1.8,81181.0,8.5,10.0,6000.0,15,2.716645877757716
GE-0289,Germany,Sales,Mid,Fully Remote,0.5,47436.0,7.77,6.6,12000.0,3,0.0
GE-0290,Germany,HR & Ops,Mid,Hybrid,4.4,47808.0,10.0,5.94,6000.0,5,2.27126399728008
GE-0291,Germany,Data & Analytics,Junior,Fully Remote,1.2,71264.0,6.63,8.46,12000.0,6,0.0
GE-0292,Germany,Data & Analytics,Mid,Fully Remote,2.6,72114.0,7.26,6.62,12000.0,13,0.0
GE-0293,Germany,Product Management,Senior,In-Office,4.2,72135.0,7.5,3.24,0.0,17,3.6852640141407775
GE-0294,Germany,Product Management,Mid,Fully Remote,8.1,61686.0,8.89,8.07,12000.0,12,0.0
GE-0295,Germany,HR & Ops,Senior,Fully Remote,5.5,63369.0,6.89,6.0,12000.0,6,0.0
GE-0296,Germany,Sales,Junior,Hybrid,3.9,69262.0,7.93,7.26,6000.0,7,2.1379663886082456
GE-0297,Germany,Sales,Lead,Hybrid,4.0,66117.0,8.33,7.9,6000.0,3,1.7935786508291685
GE-0298,Germany,Sales,Junior,Fully Remote,10.2,36149.0,7.22,7.09,12000.0,10,0.0
GE-0299,Germany,Sales,Mid,Hybrid,1.2,62013.0,7.06,8.46,6000.0,16,2.7780012216293315
GE-0300,Germany,Data & Analytics,Senior,Fully Remote,0.5,53932.0,7.23,6.15,12000.0,4,0.0
GE-0301,Germany,Product Management,Junior,Fully Remote,1.1,67278.0,8.29,7.57,12000.0,13,0.0
GE-0302,Germany,Sales,Mid,Hybrid,0.9,103808.0,6.37,7.01,6000.0,4,2.8592992154026566
GE-0303,Germany,HR & Ops,Mid,Hybrid,3.8,69777.0,7.76,8.51,6000.0,4,1.892340875625393
GE-0304,Germany,HR & Ops,Junior,Hybrid,3.5,60924.0,6.76,8.32,6000.0,3,1.9101512710407689
GE-0305,Germany,Sales,Mid,Hybrid,3.2,76983.0,9.03,6.0,6000.0,16,2.551754508939386
GE-0306,Germany,Data & Analytics,Lead,In-Office,0.5,71275.0,5.37,8.13,0.0,6,3.5698294355962057
GE-0307,Germany,HR & Ops,Junior,Hybrid,4.6,70461.0,6.93,6.6,6000.0,10,2.1547068024393354
GE-0308,Germany,HR & Ops,Mid,Fully Remote,1.4,72889.0,7.45,8.01,12000.0,4,0.0
GE-0309,Germany,Sales,Junior,Hybrid,3.8,91735.0,9.48,7.95,6000.0,8,1.1705366832233548
GE-0310,Germany,Sales,Mid,Fully Remote,2.8,50298.0,6.92,9.56,12000.0,17,0.0
GE-0311,Germany,Data & Analytics,Mid,Hybrid,1.5,71157.0,6.93,7.06,6000.0,13,2.3832868039466364
GE-0312,Germany,Data & Analytics,Junior,Fully Remote,0.5,52957.0,9.26,6.28,12000.0,8,0.0
GE-0313,Germany,Product Management,Mid,Fully Remote,0.5,72222.0,5.26,6.77,12000.0,4,0.0
GE-0314,Germany,Sales,Mid,In-Office,6.2,53057.0,4.56,6.05,0.0,13,7.553324976919442
GE-0315,Germany,HR & Ops,Lead,In-Office,8.8,59574.0,7.73,7.7,0.0,15,6.711493783669722
GE-0316,Germany,Sales,Junior,Hybrid,3.7,61164.0,7.0,4.98,6000.0,12,2.243037448068097
GE-0317,Germany,Data & Analytics,Mid,Hybrid,0.5,77686.0,6.37,5.82,6000.0,12,2.7988250443346505
GE-0318,Germany,Product Management,Mid,Fully Remote,1.8,76940.0,7.85,5.2,12000.0,9,0.0
GE-0319,Germany,HR & Ops,Senior,Fully Remote,4.6,48806.0,7.29,8.23,12000.0,17,0.0
GE-0320,Germany,Data & Analytics,Mid,Fully Remote,5.3,65714.0,6.32,9.37,12000.0,5,0.0
GE-0321,Germany,Engineering,Manager,Hybrid,0.5,55775.0,6.06,7.24,6000.0,8,2.278215693989413
GE-0322,Germany,Product Management,Mid,Hybrid,0.5,48639.0,8.65,7.15,6000.0,16,1.5271029589935556
GE-0323,Germany,Sales,Manager,Hybrid,4.4,62179.0,8.38,7.51,6000.0,3,2.9963998153312352
GE-0324,Germany,Product Management,Senior,Fully Remote,1.5,60990.0,6.88,8.54,12000.0,7,0.0
GE-0325,Germany,Data & Analytics,Junior,In-Office,1.0,96547.0,9.42,5.11,0.0,13,6.404766457017881
GE-0326,Germany,Product Management,Senior,Hybrid,0.5,70628.0,6.32,7.76,6000.0,5,2.078382159027266
GE-0327,Germany,HR & Ops,Manager,Hybrid,2.7,47091.0,5.77,8.86,6000.0,11,2.503589174734513
GE-0328,Germany,HR & Ops,Junior,Hybrid,6.7,57658.0,6.77,8.15,6000.0,5,1.194036436474179
GE-0329,Germany,HR & Ops,Senior,Hybrid,11.1,78278.0,7.55,7.68,6000.0,12,1.1102030703176622
GE-0330,Germany,Data & Analytics,Mid,Fully Remote,2.9,92150.0,7.29,8.3,12000.0,8,0.0
GE-0331,Germany,Sales,Manager,Fully Remote,2.5,44382.0,6.71,2.75,12000.0,4,0.0
GE-0332,Germany,HR & Ops,Mid,Hybrid,0.5,40561.0,8.02,8.42,6000.0,7,1.1321106156443201
GE-0333,Germany,Engineering,Manager,Fully Remote,2.8,89323.0,5.5,5.82,12000.0,7,0.0
GE-0334,Germany,Data & Analytics,Senior,Fully Remote,1.7,70065.0,8.73,4.05,12000.0,15,0.0
GE-0335,Germany,Data & Analytics,Senior,Fully Remote,3.3,53712.0,6.9,7.57,12000.0,14,0.0
GE-0336,Germany,Data & Analytics,Mid,Fully Remote,1.7,71950.0,8.34,8.86,12000.0,16,0.0
GE-0337,Germany,Product Management,Junior,In-Office,1.0,30735.0,7.61,6.29,0.0,7,3.6984618630146935
GE-0338,Germany,Sales,Mid,Hybrid,0.5,65044.0,8.15,8.83,6000.0,9,1.9879582982803758
GE-0339,Germany,Data & Analytics,Senior,Hybrid,1.3,69262.0,8.28,9.82,6000.0,8,2.002080473969207
GE-0340,Germany,Product Management,Junior,Fully Remote,0.5,77016.0,7.54,8.77,12000.0,11,0.0
GE-0341,Germany,Product Management,Mid,Hybrid,0.7,51819.0,8.37,9.86,6000.0,3,2.1011412690827287
GE-0342,Germany,Sales,Mid,Hybrid,15.0,66114.0,9.19,8.51,6000.0,8,2.641015008464218
GE-0343,Germany,HR & Ops,Mid,Fully Remote,2.1,52969.0,7.24,6.91,12000.0,16,0.0
GE-0344,Germany,Data & Analytics,Mid,Hybrid,2.7,68320.0,8.45,5.0,6000.0,11,1.1827064854471117
GE-0345,Germany,Data & Analytics,Senior,Hybrid,7.2,53360.0,7.49,7.03,6000.0,8,1.373180193746335
GE-0346,Germany,HR & Ops,Junior,Hybrid,15.0,59695.0,9.33,6.14,6000.0,7,1.114004775103868
GE-0347,Germany,Engineering,Lead,Hybrid,3.1,52054.0,6.79,10.0,6000.0,8,1.098009289942547
GE-0348,Germany,Sales,Mid,Fully Remote,5.9,73465.0,9.16,6.54,12000.0,11,0.0
GE-0349,Germany,Engineering,Senior,Fully Remote,1.4,76160.0,6.95,6.98,12000.0,10,0.0
GE-0350,Germany,Sales,Junior,Hybrid,1.3,61950.0,5.88,8.23,6000.0,5,1.5208062175758168
GE-0351,Germany,HR & Ops,Senior,Hybrid,1.8,65497.0,7.75,7.47,6000.0,9,2.3738828700070207
GE-0352,Germany,Data & Analytics,Junior,In-Office,3.9,46168.0,6.38,9.04,0.0,6,4.418989715207745
GE-0353,Germany,Data & Analytics,Junior,Hybrid,4.0,61104.0,8.61,6.47,6000.0,11,2.51847795931399
GE-0354,Germany,Product Management,Manager,Fully Remote,1.3,64347.0,6.22,7.09,12000.0,12,0.0
GE-0355,Germany,Data & Analytics,Junior,Fully Remote,0.5,99070.0,6.46,5.69,12000.0,8,0.0
GE-0356,Germany,Sales,Lead,Hybrid,3.5,50544.0,5.33,5.42,6000.0,15,1.6446496489388498
GE-0357,Germany,Sales,Senior,Fully Remote,0.5,84034.0,6.46,5.88,12000.0,12,0.0
GE-0358,Germany,Data & Analytics,Lead,Hybrid,3.0,77959.0,4.69,7.34,6000.0,14,2.34566337984086
GE-0359,Germany,HR & Ops,Lead,In-Office,4.1,68648.0,5.3,5.86,0.0,6,6.202236369966265
GE-0360,Germany,Engineering,Mid,Hybrid,4.2,87862.0,8.51,6.36,6000.0,7,1.0668471448710075
GE-0361,Germany,Engineering,Junior,Hybrid,4.9,69837.0,8.54,5.29,6000.0,16,2.5491441663487295
GE-0362,Germany,HR & Ops,Junior,Hybrid,7.2,70059.0,8.11,7.28,6000.0,15,1.4234287442959417
GE-0363,Germany,Data & Analytics,Senior,Hybrid,2.4,64309.0,6.44,5.14,6000.0,14,1.4445655332771705
GE-0364,Germany,Product Management,Senior,Hybrid,4.6,80906.0,7.54,8.54,6000.0,8,2.79015311832369
GE-0365,Germany,Engineering,Mid,In-Office,3.4,79254.0,7.2,6.62,0.0,3,6.774137291811656
GE-0366,Germany,Product Management,Lead,Hybrid,0.7,56866.0,6.21,5.21,6000.0,7,1.810943352660837
GE-0367,Germany,Data & Analytics,Junior,In-Office,0.5,47850.0,9.0,6.04,0.0,4,4.474086191733834
GE-0368,Germany,Data & Analytics,Junior,In-Office,1.2,62361.0,8.25,5.37,0.0,9,4.261613721318726
GE-0369,Germany,Product Management,Mid,Fully Remote,2.0,54599.0,6.73,7.28,12000.0,3,0.0
GE-0370,Germany,Data & Analytics,Junior,Fully Remote,3.4,64174.0,7.03,8.81,12000.0,17,0.0
GE-0371,Germany,Data & Analytics,Lead,Fully Remote,6.6,81087.0,7.25,3.99,12000.0,9,0.0
GE-0372,Germany,HR & Ops,Mid,Fully Remote,0.8,59055.0,4.55,6.97,12000.0,7,0.0
GE-0373,Germany,HR & Ops,Junior,Fully Remote,0.5,64443.0,6.7,6.56,12000.0,15,0.0
GE-0374,Germany,Engineering,Mid,Hybrid,11.6,65754.0,6.78,8.41,6000.0,5,1.6074700924501988
GE-0375,Germany,HR & Ops,Junior,Fully Remote,0.5,76030.0,5.8,7.12,12000.0,11,0.0
GE-0376,Germany,Data & Analytics,Mid,Fully Remote,2.3,35790.0,6.66,5.67,12000.0,7,0.0
GE-0377,Germany,Product Management,Junior,In-Office,3.1,57113.0,9.36,6.02,0.0,13,6.668214201822242
GE-0378,Germany,Sales,Junior,Fully Remote,2.7,67747.0,7.77,5.61,12000.0,6,0.0
GE-0379,Germany,HR & Ops,Manager,In-Office,0.5,80601.0,6.51,8.11,0.0,7,3.8246701342636555
GE-0380,Germany,Engineering,Mid,Fully Remote,0.5,58605.0,7.69,6.83,12000.0,4,0.0
GE-0381,Germany,Sales,Junior,Fully Remote,0.5,40605.0,8.68,9.65,12000.0,14,0.0
GE-0382,Germany,Sales,Junior,Hybrid,3.1,73056.0,8.71,7.31,6000.0,7,1.8619674576964063
GE-0383,Germany,HR & Ops,Senior,Hybrid,2.8,56740.0,7.67,6.34,6000.0,11,1.8495666830483726
GE-0384,Germany,Engineering,Junior,In-Office,0.9,49534.0,6.42,4.23,0.0,6,3.034203740741818
GE-0385,Germany,Product Management,Senior,Hybrid,3.6,56884.0,8.44,4.7,6000.0,12,2.373357223448259
GE-0386,Germany,Product Management,Senior,In-Office,6.0,62601.0,7.67,4.12,0.0,5,4.118063098963324
GE-0387,Germany,Product Management,Lead,Fully Remote,0.5,57138.0,8.07,7.2,12000.0,6,0.0
GE-0388,Germany,HR & Ops,Mid,Fully Remote,2.4,36328.0,7.76,7.56,12000.0,16,0.0
GE-0389,Germany,HR & Ops,Mid,Hybrid,4.1,76662.0,8.86,5.03,6000.0,3,1.1966898431804263
GE-0390,Germany,Data & Analytics,Manager,In-Office,1.0,81573.0,6.56,7.84,0.0,7,7.37371824828283
GE-0391,Germany,Engineering,Senior,In-Office,1.3,73470.0,8.78,5.78,0.0,6,3.3364230646075725
GE-0392,Germany,Engineering,Mid,Hybrid,3.3,50210.0,7.84,7.62,6000.0,15,2.2663573497915444
GE-0393,Germany,Engineering,Mid,Fully Remote,8.0,62381.0,9.49,9.22,12000.0,10,0.0
GE-0394,Germany,Data & Analytics,Junior,Hybrid,5.8,64915.0,6.77,8.75,6000.0,15,1.5991126392297945
GE-0395,Germany,Data & Analytics,Junior,Fully Remote,3.1,72784.0,9.08,6.4,12000.0,14,0.0
GE-0396,Germany,Product Management,Senior,In-Office,4.6,73688.0,7.44,5.16,0.0,5,7.342764153929188
GE-0397,Germany,Data & Analytics,Junior,In-Office,1.6,55456.0,6.42,3.27,0.0,15,5.89798363706337
GE-0398,Germany,Data & Analytics,Mid,Hybrid,3.6,66066.0,7.02,6.32,6000.0,12,1.0140858292482837
GE-0399,Germany,Engineering,Junior,Hybrid,2.2,70945.0,7.22,7.08,6000.0,6,1.8274120638200608
GE-0400,Germany,Engineering,Manager,Hybrid,0.7,83926.0,8.11,5.92,6000.0,7,1.1679251268934534
GE-0401,Germany,Data & Analytics,Senior,Fully Remote,4.2,74159.0,7.63,6.6,12000.0,8,0.0
GE-0402,Germany,Sales,Manager,In-Office,2.8,75258.0,6.51,6.62,0.0,11,3.3088119314509985
GE-0403,Germany,Engineering,Mid,Hybrid,1.6,66090.0,7.57,7.06,6000.0,16,1.4264078627782701
GE-0404,Germany,Sales,Lead,In-Office,8.5,83336.0,9.77,5.52,0.0,11,4.303308274164683
GE-0405,Germany,Engineering,Mid,Fully Remote,0.5,70327.0,9.07,7.05,12000.0,16,0.0
GE-0406,Germany,Product Management,Senior,In-Office,1.3,53806.0,7.72,7.16,0.0,11,6.544821335618887
GE-0407,Germany,HR & Ops,Junior,Hybrid,0.5,83244.0,7.65,5.76,6000.0,9,1.5629546049018388
GE-0408,Germany,Sales,Junior,Fully Remote,5.1,74073.0,7.14,8.92,12000.0,14,0.0
GE-0409,Germany,HR & Ops,Senior,In-Office,4.2,59240.0,7.94,6.35,0.0,4,4.5294740663076
GE-0410,Germany,Sales,Mid,Fully Remote,1.4,58767.0,5.77,6.83,12000.0,14,0.0
GE-0411,Germany,Data & Analytics,Senior,Fully Remote,3.9,68855.0,6.69,7.86,12000.0,13,0.0
GE-0412,Germany,Engineering,Senior,In-Office,1.8,71021.0,5.2,6.85,0.0,16,3.353483040921831
GE-0413,Germany,Product Management,Manager,In-Office,4.9,67565.0,7.68,7.93,0.0,12,6.174648650588718
GE-0414,Germany,Sales,Mid,Hybrid,2.1,69047.0,8.38,7.83,6000.0,14,2.190829603240217
GE-0415,Germany,Data & Analytics,Lead,Hybrid,1.9,87099.0,7.02,6.48,6000.0,6,2.2086088396429577
GE-0416,Germany,Data & Analytics,Mid,Hybrid,9.6,78930.0,9.49,7.94,6000.0,7,2.2535410388344435
GE-0417,Germany,HR & Ops,Junior,Fully Remote,1.0,67478.0,5.53,5.08,12000.0,8,0.0
GE-0418,Germany,Sales,Junior,Fully Remote,0.5,77237.0,5.24,6.96,12000.0,4,0.0
GE-0419,Germany,Product Management,Senior,Hybrid,3.1,51577.0,7.87,7.35,6000.0,14,2.243961580187748
GE-0420,Germany,Data & Analytics,Junior,Hybrid,12.2,70173.0,8.86,7.09,6000.0,11,1.3846927263078301
GE-0421,Germany,Engineering,Senior,Hybrid,1.7,88521.0,9.62,7.21,6000.0,13,2.5247224274143454
GE-0422,Germany,Product Management,Junior,Hybrid,0.5,62165.0,7.05,4.58,6000.0,10,2.2642402438313027
GE-0423,Germany,Product Management,Mid,Fully Remote,1.5,53981.0,8.29,5.98,12000.0,4,0.0
GE-0424,Germany,Data & Analytics,Senior,Hybrid,2.5,56523.0,7.55,7.54,6000.0,14,2.4361363224017216
GE-0425,Germany,Product Management,Lead,Fully Remote,0.6,50835.0,6.79,7.04,12000.0,3,0.0
GE-0426,Germany,Data & Analytics,Junior,Hybrid,3.8,54798.0,8.66,5.86,6000.0,10,1.4734409517076659
GE-0427,Germany,HR & Ops,Junior,Hybrid,15.0,60183.0,8.38,9.3,6000.0,3,1.8312555640583104
GE-0428,Germany,Sales,Junior,In-Office,2.1,46728.0,5.31,5.2,0.0,13,5.2404274364153824
GE-0429,Germany,Product Management,Senior,Fully Remote,1.5,65203.0,8.77,8.25,12000.0,7,0.0
GE-0430,Germany,Data & Analytics,Mid,Fully Remote,1.8,76730.0,8.66,7.44,12000.0,9,0.0
GE-0431,Germany,Engineering,Mid,Fully Remote,0.5,53199.0,6.25,5.83,12000.0,3,0.0
GE-0432,Germany,Engineering,Senior,Hybrid,7.5,84751.0,8.07,10.0,6000.0,3,2.7379182100417925
GE-0433,Germany,Data & Analytics,Mid,Hybrid,1.9,71640.0,8.19,5.61,6000.0,10,2.1882727829551025
GE-0434,Germany,Engineering,Mid,Fully Remote,1.7,78398.0,7.31,8.18,12000.0,12,0.0
GE-0435,Germany,Engineering,Mid,Fully Remote,3.8,56448.0,6.34,8.3,12000.0,15,0.0
GE-0436,Germany,Data & Analytics,Lead,Hybrid,2.0,76109.0,6.79,6.39,6000.0,8,1.926398872617841
GE-0437,Germany,Data & Analytics,Mid,Fully Remote,3.7,50805.0,6.97,8.89,12000.0,5,0.0
GE-0438,Germany,Product Management,Junior,In-Office,0.5,76573.0,8.61,6.12,0.0,9,3.7471812925914714
GE-0439,Germany,Engineering,Senior,Hybrid,5.9,67234.0,8.25,7.83,6000.0,11,1.3632628437576437
GE-0440,Germany,Product Management,Junior,Fully Remote,9.9,72192.0,6.56,7.19,12000.0,6,0.0
GE-0441,Germany,Data & Analytics,Lead,Fully Remote,3.7,49717.0,7.93,6.6,12000.0,4,0.0
GE-0442,Germany,Product Management,Manager,In-Office,10.8,53364.0,3.78,7.72,0.0,5,5.586360848771553
GE-0443,Germany,Data & Analytics,Manager,Fully Remote,0.6,72764.0,8.38,7.99,12000.0,8,0.0
GE-0444,Germany,Engineering,Senior,Fully Remote,2.3,52671.0,4.91,4.18,12000.0,4,0.0
GE-0445,Germany,Engineering,Junior,In-Office,3.2,71022.0,6.77,8.46,0.0,7,7.822441125119271
GE-0446,Germany,Engineering,Senior,In-Office,3.1,47227.0,5.86,4.01,0.0,7,7.864220793300112
GE-0447,Germany,HR & Ops,Senior,In-Office,1.8,76026.0,5.65,8.05,0.0,4,3.502287748404842
GE-0448,Germany,Engineering,Mid,Hybrid,1.4,48977.0,8.99,9.09,6000.0,15,1.8137968627812557
GE-0449,Germany,Product Management,Mid,Fully Remote,0.5,72180.0,6.44,5.16,12000.0,13,0.0
GE-0450,Germany,Data & Analytics,Junior,Fully Remote,1.7,73133.0,7.42,6.18,12000.0,5,0.0
GE-0451,Germany,HR & Ops,Junior,Hybrid,0.6,55942.0,7.54,5.74,6000.0,11,1.0393029654936956
GE-0452,Germany,Data & Analytics,Junior,Hybrid,4.6,72566.0,8.17,7.08,6000.0,5,1.6770137588509457
GE-0453,Germany,Data & Analytics,Senior,Hybrid,0.8,68386.0,7.69,6.94,6000.0,5,1.815875636735682
GE-0454,Germany,Sales,Junior,In-Office,0.5,57995.0,5.66,7.67,0.0,16,6.710112259398802
GE-0455,Germany,Engineering,Junior,Fully Remote,2.8,51889.0,8.2,8.77,12000.0,8,0.0
GE-0456,Germany,Data & Analytics,Lead,Hybrid,3.2,39486.0,7.01,9.49,6000.0,8,2.5394628365937604
GE-0457,Germany,Engineering,Junior,Fully Remote,7.2,69545.0,5.13,5.96,12000.0,13,0.0
GE-0458,Germany,Data & Analytics,Junior,Hybrid,3.0,44658.0,7.09,7.09,6000.0,9,2.54367207046022
GE-0459,Germany,HR & Ops,Junior,Fully Remote,1.5,66239.0,8.8,4.27,12000.0,3,0.0
GE-0460,Germany,Product Management,Junior,Fully Remote,5.7,61575.0,8.02,5.59,12000.0,6,0.0
GE-0461,Germany,Product Management,Lead,Fully Remote,2.7,73829.0,6.58,8.25,12000.0,14,0.0
GE-0462,Germany,Data & Analytics,Junior,Hybrid,0.5,61073.0,7.18,9.82,6000.0,8,2.936417681725811
GE-0463,Germany,Sales,Mid,Hybrid,2.9,60717.0,7.21,5.55,6000.0,13,1.3657861061373373
GE-0464,Germany,Product Management,Junior,Hybrid,8.4,74514.0,10.0,6.51,6000.0,10,2.929857203003652
GE-0465,Germany,Sales,Manager,In-Office,1.8,69356.0,7.66,6.46,0.0,14,3.22294046367072
GE-0466,Germany,Engineering,Junior,Fully Remote,1.2,69110.0,7.52,7.22,12000.0,11,0.0
GE-0467,Germany,Product Management,Manager,Fully Remote,0.5,71100.0,8.24,5.59,12000.0,9,0.0
GE-0468,Germany,Sales,Lead,In-Office,0.6,45038.0,7.49,7.14,0.0,7,7.766581861004803
GE-0469,Germany,Sales,Mid,Fully Remote,2.0,74838.0,6.69,6.09,12000.0,17,0.0
GE-0470,Germany,Sales,Junior,In-Office,3.2,72962.0,6.96,6.48,0.0,4,3.6279105135508036
GE-0471,Germany,Engineering,Senior,Fully Remote,0.5,51783.0,6.91,7.62,12000.0,8,0.0
GE-0472,Germany,Engineering,Junior,In-Office,9.8,61827.0,7.16,6.51,0.0,3,5.6826280419672415
GE-0473,Germany,Sales,Lead,Fully Remote,4.9,64489.0,7.87,6.15,12000.0,14,0.0
GE-0474,Germany,Engineering,Junior,In-Office,3.1,63252.0,7.26,6.34,0.0,5,5.5918273166766035
GE-0475,Germany,Sales,Senior,Hybrid,6.2,69340.0,8.48,7.27,6000.0,9,1.5063978140256205
GE-0476,Germany,Product Management,Senior,In-Office,0.5,83608.0,7.1,5.94,0.0,6,5.509347655122518
GE-0477,Germany,Engineering,Junior,Fully Remote,2.3,79063.0,7.09,6.41,12000.0,4,0.0
GE-0478,Germany,HR & Ops,Mid,Hybrid,3.5,47941.0,5.2,9.8,6000.0,4,1.5213503154811872
GE-0479,Germany,Sales,Lead,In-Office,6.2,73087.0,8.3,7.34,0.0,9,7.815470654489013
GE-0480,Germany,HR & Ops,Junior,Hybrid,5.4,82276.0,8.02,6.96,6000.0,4,1.0318405345255972
GE-0481,Germany,Data & Analytics,Senior,Hybrid,1.1,70029.0,8.8,8.45,6000.0,13,2.8057360468643004
GE-0482,Germany,HR & Ops,Junior,Hybrid,9.9,79183.0,4.12,6.9,6000.0,7,1.47136506915177
GE-0483,Germany,Engineering,Senior,Hybrid,0.5,91160.0,10.0,9.16,6000.0,4,1.25360359825352
GE-0484,Germany,HR & Ops,Senior,Hybrid,7.3,78308.0,7.43,7.95,6000.0,14,1.578273436837522
GE-0485,Germany,Product Management,Junior,Hybrid,12.4,68241.0,8.93,7.24,6000.0,4,1.9065349215100427
GE-0486,Germany,Sales,Junior,In-Office,0.7,78586.0,5.95,7.17,0.0,3,3.3946492751920614
GE-0487,Germany,Sales,Manager,Fully Remote,4.5,66884.0,7.74,4.44,12000.0,11,0.0
GE-0488,Germany,Product Management,Manager,Fully Remote,0.5,65311.0,5.74,5.11,12000.0,16,0.0
GE-0489,Germany,Sales,Mid,In-Office,1.8,60432.0,6.45,4.71,0.0,5,6.984307851380955
GE-0490,Germany,Sales,Lead,In-Office,2.5,85324.0,9.5,6.71,0.0,16,7.233925009348727
